date,this_week,artist,song,last_week,peak_position,weeks_on_chart
1999-01-02,1,R. Kelly & Celine Dion,I'm Your Angel,1,1,5
1999-01-02,2,Deborah Cox,Nobody's Supposed To Be Here,2,2,14
1999-01-02,3,Divine,Lately,3,1,17
1999-01-02,4,Britney Spears,...Baby One More Time,5,4,7
1999-01-02,5,98 Degrees,Because Of You,6,3,14
1999-01-02,6,Shania Twain,From This Moment On,4,4,5
1999-01-02,7,Lauryn Hill,Doo Wop (That Thing),7,1,8
1999-01-02,8,Total Featuring Missy Elliott,Trippin',12,8,9
1999-01-02,9,Brandy,Have You Ever?,9,9,5
1999-01-02,10,Faith Evans,Love Like This,8,7,8
1999-01-02,11,Spice Girls,Goodbye,11,11,2
1999-01-02,12,Shawn Mullins,Lullaby,10,8,5
1999-01-02,13,Eagle-Eye Cherry,Save Tonight,13,12,5
1999-01-02,14,Faith Hill,This Kiss,14,7,42
1999-01-02,15,Jewel,Hands,15,15,5
1999-01-02,16,Goo Goo Dolls,Slide,17,16,5
1999-01-02,17,Third Eye Blind,Jumper,16,15,5
1999-01-02,18,112 Featuring Mase,Love Me,21,17,11
1999-01-02,19,Mark Chesnutt,I Don't Want To Miss A Thing,47,19,3
1999-01-02,20,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,20,20,14
1999-01-02,21,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,46,21,7
1999-01-02,22,Goo Goo Dolls,Iris,18,9,5
1999-01-02,23,Monica,The First Night,19,1,21
1999-01-02,24,BLACKstreet & Mya Featuring Mase & Blinky Blink,Take Me There,25,24,5
1999-01-02,25,Sarah McLachlan,Angel,28,25,5
1999-01-02,26,Edwin McCain,I'll Be,22,5,15
1999-01-02,27,Sheryl Crow,My Favorite Mistake,24,20,5
1999-01-02,28,Dru Hill Featuring Redman,How Deep Is Your Love,23,3,13
1999-01-02,29,Will Smith,Miami,30,29,5
1999-01-02,30,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,42,28,10
